Make,Model,Year,Mileage,Price,Body Style,Ex Color,In Color,Engine,Transmission,Doors
Infiniti,M 37,2011,30550,33995,Sedan,White,Gray,6 Cyl,Automatic,4
Volvo,XC60,2010,54190,25995,SUV,Blue,Tan,6 Cyl,Automatic,4
Ford,Fiesta SE,2013,7749,13265,Sedan,Silver,Black,4 Cyl,Automatic,4
Lincoln,MKZ,2012,9527,22594,Sedan,Black,Black,6 Cyl,Automatic,4
Nissan,Murano S,2011,38328,21995,SUV,White,Tan,6 Cyl,Automatic,4
GMC,Acadia SLT,2013,25680,31997,SUV,Silver,Black,6 Cyl,Automatic,4
Ford,Fusion SEL,2012,28616,18599,Sedan,Blue,Gray,6 Cyl,Automatic,4
Infiniti,M 35,2009,49981,21995,Sedan,White,Tan,6 Cyl,Automatic,4
Ford,F-350 Lariat,2004,107451,17986,Pickup,Gray,Gray,8 Cyl,Automatic,4
Toyota,Camry XLE,2012,15352,24922,Sedan,White,Gray,4 Cyl,Automatic,4
Lexus,GX 460,2011,40200,39995,SUV,Black,Black,8 Cyl,Automatic,4
Dodge,Challenger SXT,2014,14048,24895,Coupe,Red,Gray,6 Cyl,Automatic,2
Ford,Escape SEL,2013,29972,27686,SUV,Silver,Black,4 Cyl,Automatic,4
Nissan,Altima S,2011,23001,14877,Coupe,Gray,Black,4 Cyl,Automatic,2
Jaguar,XJ XJL,2008,82257,19998,Sedan,Silver,Blue,8 Cyl,Automatic,4
Mercedes-Benz,C 300,2012,26652,27949,Sedan,Black,Black,6 Cyl,Automatic,4
Volvo,C30,2012,14274,25990,Hatchback,Red,Black,5 Cyl,Manual,2
Dodge,Charger R/T,2012,10405,27995,Sedan,Black,Black,8 Cyl,Automatic,4
Chevrolet,Malibu LS,2009,79799,9995,Sedan,Gray,Gray,4 Cyl,Automatic,4
Acura,TSX,2013,13994,25499,Sedan,Gray,Black,4 Cyl,Automatic,4
Acura,TSX,2005,104364,9995,Sedan,Blue,Gray,4 Cyl,Automatic,4
Land Rover,Range Rover Evoque Pure,2013,3821,37888,SUV,Black,Black,4 Cyl,Automatic,4
Lexus,LX 570,2013,14736,72416,SUV,Gray,Gray,8 Cyl,Automatic,4
Toyota,Highlander SE,2011,21726,27500,SUV,Silver,Gray,6 Cyl,Automatic,4
Toyota,Sienna,2011,29672,29773,Minivan,Gray,Gray,6 Cyl,Automatic,4
Nissan,Altima,2012,24058,15977,Sedan,Black,Gray,4 Cyl,Automatic,4
Honda,CR-V EXL,2011,46943,20492,SUV,Silver,Gray,4 Cyl,Automatic,4
Honda,Civic EXL,2012,37229,16155,Coupe,White,Tan,4 Cyl,Automatic,2
BMW,3 Series 328i,2011,59116,22500,Sedan,Gray,Black,6 Cyl,Automatic,4
Audi,S8,2013,17272,88545,Sedan,Black,Gray,8 Cyl,Automatic,4
Lexus,LS 460,2011,13361,47800,Sedan,Blue,Tan,8 Cyl,Automatic,4
GMC,Yukon,2013,6149,48888,SUV,Black,Black,8 Cyl,Automatic,4
BMW,5 Series 528i,2010,12826,29995,Sedan,Black,Black,6 Cyl,Automatic,4
Mercedes-Benz,GLK 350,2013,6908,36991,SUV,Gray,Tan,6 Cyl,Automatic,4
Nissan,Armada SV,2011,28197,29995,SUV,White,Tan,8 Cyl,Automatic,4
Honda,Pilot EXL,2011,36000,26695,SUV,Black,Gray,6 Cyl,Automatic,4
Volkswagen,GTI,2011,23591,19843,Hatchback,White,Blue,4 Cyl,Automatic,4
Tesla,Model S,2013,20015,69888,Sedan,Blue,Black,Electric,Automatic,4
Mercedes-Benz,C 300,2011,9486,31000,Sedan,White,Tan,6 Cyl,Automatic,4
Infiniti,EX 35,2010,44478,28995,SUV,Silver,Gray,6 Cyl,Automatic,4
Audi,A4 2.0T,2006,100287,9600,Sedan,White,Tan,4 Cyl,Automatic,4
Toyota,Highlander Limited,2010,33182,25997,SUV,Red,Tan,6 Cyl,Automatic,4
Toyota,RAV4,2011,13983,18750,SUV,Silver,Gray,4 Cyl,Automatic,4
Ford,Freestar SEL,2004,122518,3595,Minivan,Green,Tan,6 Cyl,Automatic,4
Lincoln,MKZ,2012,15755,24481,Sedan,Black,Gray,6 Cyl,Automatic,4
Lexus,CT 200h,2012,14544,25988,Hatchback,Black,Gray,Hybrid,Automatic,4
Volkswagen,Rabbit,2006,102896,7489,Hatchback,Black,Gray,5 Cyl,Manual,4
BMW,7 Series 740Li,2013,8432,57998,Sedan,Black,Black,6 Cyl,Automatic,4
BMW,X1 xDrive28i,2014,7600,33986,SUV,Blue,Tan,4 Cyl,Automatic,4
BMW,5 Series 535i,2011,46940,29998,Sedan,Black,Tan,6 Cyl,Automatic,4
Toyota,Camry SE,2012,40654,18992,Sedan,Red,Black,4 Cyl,Automatic,4
Nissan,Rogue SV,2011,22045,18895,SUV,Gray,Black,4 Cyl,Automatic,4
Toyota,Venza LE,2013,5377,22750,Wagon,Silver,Gray,6 Cyl,Automatic,4
Volkswagen,GTI,2012,29409,19950,Hatchback,White,Gray,4 Cyl,Automatic,2
Honda,Accord EX,2011,65717,15886,Coupe,Red,Black,4 Cyl,Automatic,2
Honda,Pilot EXL,2009,59671,19281,SUV,Silver,Blue,6 Cyl,Automatic,4
Mazda,Tribute s,2005,120641,7904,SUV,White,Black,6 Cyl,Automatic,4
Cadillac,SRX Luxury,2010,65320,21499,SUV,Silver,Black,6 Cyl,Automatic,4
Lexus,RX 350,2011,19170,34900,SUV,Gray,Gray,6 Cyl,Automatic,4
Chevrolet,Corvette,1998,122251,14796,Convertible,Silver,Black,8 Cyl,Manual,2
Infiniti,FX 35,2011,50540,27995,SUV,Gray,Black,6 Cyl,Automatic,4
Chevrolet,Traverse LS,2011,51426,18995,SUV,Blue,Gray,6 Cyl,Automatic,4
Volkswagen,Jetta SE,2013,3154,18995,Sedan,Silver,Black,5 Cyl,Automatic,4
Volkswagen,Jetta SE,2014,14000,16495,Sedan,Silver,Gray,4 Cyl,Automatic,4
Dodge,Grand Caravan SXT,2012,35864,22995,Minivan,Silver,Black,6 Cyl,Automatic,4
Nissan,Altima S,2013,28022,16999,Coupe,Blue,Gray,4 Cyl,Automatic,2
BMW,3 Series 328i,2011,45094,23850,Sedan,Black,Black,6 Cyl,Automatic,4
Infiniti,G 37,2012,24509,25985,Sedan,White,Tan,6 Cyl,Automatic,4
Toyota,Highlander,2011,43483,23500,SUV,Silver,Gray,6 Cyl,Automatic,4
Infiniti,G 37,2013,11043,29985,Sedan,Blue,Gray,6 Cyl,Automatic,4
Subaru,Legacy 2.5i Premium,2012,24175,18413,Sedan,Gray,Black,4 Cyl,Automatic,4
Chevrolet,Equinox LT,2012,89618,14936,SUV,Black,Black,4 Cyl,Automatic,4
BMW,3 Series 328i,2011,13730,29827,Coupe,Blue,White,6 Cyl,Automatic,2
Nissan,Altima S,2010,35000,13950,Sedan,Gray,Gray,4 Cyl,Automatic,4
Mazda,CX-5 Grand Touring,2013,22870,25990,SUV,White,Black,4 Cyl,Automatic,4
Lexus,ES 350,2011,32732,28900,Sedan,Gray,Gray,6 Cyl,Automatic,4
Toyota,Camry SE,2014,7579,28700,Sedan,Beige,White,6 Cyl,Automatic,4
Toyota,Camry LE,2011,34663,16000,Sedan,Gray,Gray,4 Cyl,Automatic,4
Aston,Martin DBS,2009,9853,137900,Coupe,Silver,Red,12 Cyl,Manual,2
Nissan,Sentra,2008,34299,10995,Sedan,Black,Gray,4 Cyl,Automatic,4
Hyundai,Sonata,2012,30580,18997,Sedan,Silver,Gray,4 Cyl,Automatic,4
Honda,Civic LX,2013,6101,16995,Sedan,Red,Gray,4 Cyl,Automatic,4
BMW,M3,2006,70209,22995,Coupe,Red,Black,6 Cyl,Manual,2
Infiniti,G 37,2011,29916,27883,Coupe,White,Gray,6 Cyl,Automatic,2
Hyundai,Veracruz GLS,2011,38492,19999,SUV,Silver,Gray,6 Cyl,Automatic,4
Subaru,Outback 2.5i,2005,117340,7963,Wagon,Blue,Gray,4 Cyl,Automatic,4
Honda,Accord LX,2013,12584,20990,Sedan,Black,Black,4 Cyl,Automatic,4
Toyota,Sienna SE,2013,4009,32995,Minivan,White,Gray,6 Cyl,Automatic,4
Ford,Econoline E-250,2013,10438,21995,Van,White,Gray,8 Cyl,Automatic,3
Jaguar,XJ,2014,6914,69888,Sedan,Silver,Black,6 Cyl,Automatic,4
Honda,Civic LX,2012,20240,15998,Sedan,Silver,Gray,4 Cyl,Automatic,4
Nissan,Pathfinder S,2010,27485,20730,SUV,Black,Brown,6 Cyl,Automatic,4
Toyota,Camry LE,2012,41846,18000,Sedan,White,White,4 Cyl,Automatic,4
Acura,ILX,2013,3856,21788,Sedan,Silver,Black,4 Cyl,Automatic,4
Acura,TSX,2009,37829,19000,Sedan,Black,Black,4 Cyl,Manual,4
Chevrolet,Impala LT,2013,33430,15999,Sedan,Black,Gray,6 Cyl,Automatic,4
Honda,Accord LX,2012,25906,15395,Sedan,Black,Gray,4 Cyl,Automatic,4
Acura,TSX Technology,2012,10005,25995,Wagon,White,Brown,4 Cyl,Automatic,4
Subaru,Forester 2.5X,2012,32395,22415,SUV,Silver,Gray,4 Cyl,Automatic,4
Plymouth,Grand Voyager SE,1999,153143,3695,Minivan,Blue,Gray,6 Cyl,Automatic,4
Lexus,RX 330,2004,114122,12388,SUV,Silver,Black,6 Cyl,Automatic,4
Toyota,Sienna LE,2011,57722,20991,Minivan,Gray,Black,6 Cyl,Automatic,4
Honda,CR-V EX,2013,19472,21700,SUV,Brown,Gray,4 Cyl,Automatic,4
Mazda,CX-9 Touring,2011,36183,25980,SUV,Black,Black,6 Cyl,Automatic,4
Toyota,Prius,2010,37293,19995,Hatchback,Black,Gray,Hybrid,Automatic,4
Nissan,Altima S,2012,760,18499,Sedan,Black,Black,4 Cyl,Automatic,4
Jeep,Liberty Sport,2012,37621,16992,SUV,Black,Gray,6 Cyl,Automatic,4
Mercedes-Benz,GLK 350,2012,18237,30995,SUV,White,Black,6 Cyl,Automatic,4
Toyota,Camry SE,2012,19958,22500,Sedan,Red,Black,6 Cyl,Automatic,4
Subaru,Outback 3.6R,2011,61631,19995,Wagon,Gray,Black,6 Cyl,Automatic,4
Hyundai,Santa Fe LX,2003,107620,6999,SUV,Beige,Tan,6 Cyl,Automatic,4
Dodge,Nitro SE,2009,20686,13990,SUV,Silver,Gray,6 Cyl,Automatic,4
GMC,Acadia SLT,2013,26435,32467,SUV,Gray,Black,6 Cyl,Automatic,4
Ford,Edge Limited,2011,46540,26089,SUV,Black,Black,6 Cyl,Automatic,4
BMW,X6 xDrive50i,2014,16577,68987,SUV,Black,Black,8 Cyl,Automatic,4
Honda,Pilot EX,2011,35884,23000,SUV,White,Black,6 Cyl,Automatic,4
BMW,5 Series 528i,2013,5351,43984,Sedan,Black,Black,4 Cyl,Automatic,4
Honda,Accord EX,2005,146162,6999,Coupe,Red,Tan,4 Cyl,Automatic,2
Mercedes-Benz,GL 450,2011,23299,47999,SUV,White,Black,8 Cyl,Automatic,4
Nissan,Sentra,2011,30597,13999,Sedan,Silver,Gray,4 Cyl,Automatic,4
Acura,MDX,2011,29193,28570,SUV,White,Tan,6 Cyl,Automatic,4
Mercedes-Benz,CL 63 AMG,2012,23069,89995,Coupe,Silver,Gray,8 Cyl,Automatic,2
Honda,Odyssey EX,2011,33257,24990,Minivan,Gray,Gray,6 Cyl,Automatic,4
Lexus,RX 350,2008,63423,23500,SUV,Gold,White,6 Cyl,Automatic,4
GMC,Yukon XL 1500,2013,28856,35997,SUV,White,Black,8 Cyl,Automatic,4
Nissan,Maxima,2010,32996,20995,Sedan,Red,Black,6 Cyl,Automatic,4
Infiniti,FX 35,2011,34893,35995,SUV,Silver,Gray,6 Cyl,Automatic,4
BMW,3 Series 325xi,2002,115309,5900,Sedan,Gray,Black,6 Cyl,Automatic,4
Saturn,Aura Green Line Hybrid,2007,33145,9995,Sedan,Blue,Tan,Hybrid,Automatic,4
Cadillac,Escalade,2014,10742,59795,SUV,Black,Black,8 Cyl,Automatic,4
Chevrolet,TrailBlazer LT,2004,155358,5995,SUV,Silver,Gray,6 Cyl,Automatic,4
Chevrolet,Malibu LT,2012,25705,14900,Sedan,White,Black,4 Cyl,Automatic,4
Honda,Pilot EXL,2005,145875,7900,SUV,Silver,Gray,6 Cyl,Automatic,4
Lexus,ES 350,2013,12194,32900,Sedan,Silver,Black,6 Cyl,Automatic,4
Acura,TSX,2011,21247,22000,Sedan,White,Brown,4 Cyl,Automatic,4
Mercedes-Benz,CL 63 AMG,2013,3424,119900,Coupe,Black,Black,8 Cyl,Automatic,2
Nissan,Rogue SV,2013,21582,22868,SUV,Black,Black,4 Cyl,Automatic,4
Dodge,Charger SE,2014,22738,18990,Sedan,Black,Black,6 Cyl,Automatic,4
Hyundai,Elantra GLS,2012,215556,20995,Sedan,Red,Gray,4 Cyl,Manual,4
Lexus,RX 350,2011,40744,31854,SUV,Beige,Gray,6 Cyl,Automatic,4
Jeep,Wrangler Sport,1998,152097,10250,SUV,Black,Gray,6 Cyl,Automatic,2
BMW,3 Series 328i,2011,30821,25987,Sedan,Silver,Black,6 Cyl,Automatic,4
Hyundai,Sonata,2011,63085,14995,Sedan,Silver,Gray,4 Cyl,Automatic,4
Honda,Civic EXL,2009,27275,14495,Coupe,Gray,Gray,4 Cyl,Automatic,2
Infiniti,G 35,2005,64307,12950,Sedan,White,Tan,6 Cyl,Automatic,4
Ford,Mustang,2014,279950,24392,Convertible,Black,Black,6 Cyl,Automatic,2
Toyota,Prius,2010,25790,18881,Hatchback,Gray,Gray,Hybrid,Automatic,4
Toyota,Sienna LE,2011,32032,20998,Minivan,Black,Gray,6 Cyl,Automatic,4
Toyota,Camry L,2013,41318,19992,Sedan,White,Black,4 Cyl,Automatic,4
Toyota,Corolla S,2004,87855,7500,Sedan,Silver,Black,4 Cyl,Automatic,4
Honda,Pilot EXL,2011,47914,23080,SUV,Gray,Gray,6 Cyl,Automatic,4
Ford,Escape SEL,2013,20072,22995,SUV,White,Black,4 Cyl,Automatic,4
Chrysler,PT Cruiser Touring,2005,77809,7437,Convertible,Red,Gray,4 Cyl,Automatic,2
Infiniti,G 37,2013,8413,32995,Sedan,Black,Gray,6 Cyl,Automatic,4
Audi,A6,2012,44900,34225,Sedan,Gray,Black,6 Cyl,Automatic,4
BMW,3 Series 328i,2011,13719,28995,Sedan,Gray,Black,6 Cyl,Automatic,4
Subaru,Impreza 2.0i,2013,16872,20619,Wagon,Silver,Gray,4 Cyl,Automatic,4
Lincoln,MKX,2012,39993,28895,SUV,Black,Black,6 Cyl,Automatic,4
Cadillac,SRX Luxury,2011,34601,26995,SUV,Black,Black,6 Cyl,Automatic,4
Hyundai,Genesis Track,2012,15465,19995,Coupe,Red,Black,6 Cyl,Manual,2
Hyundai,Elantra GLS,2013,22558,13985,Sedan,Silver,Gray,4 Cyl,Automatic,4
BMW,3 Series 328i,2007,61372,16995,Coupe,Gray,Gray,6 Cyl,Automatic,2
Nissan,Titan LE,2004,61500,15998,Pickup,Gray,Black,8 Cyl,Automatic,4
Chevrolet,Impala LTZ,2013,37099,17999,Sedan,Silver,Black,6 Cyl,Automatic,4
Mitsubishi,Galant FE,2012,68796,11000,Sedan,White,Gray,4 Cyl,Automatic,4
Audi,A4 3.0,2006,96665,12995,Convertible,White,Tan,6 Cyl,Automatic,2
Subaru,Forester 2.5X,2011,16730,19991,SUV,White,Gray,4 Cyl,Automatic,4
Toyota,Camry LE,2007,80194,10997,Sedan,Gray,Gray,4 Cyl,Automatic,4
Nissan,Sentra SE-R Spec V,2005,145226,3999,Sedan,Silver,Gray,4 Cyl,Manual,4
Nissan,Altima S,2012,41580,14999,Coupe,White,Yellow,4 Cyl,Automatic,2
Honda,Accord EX,2011,26751,16900,Coupe,Gray,Black,4 Cyl,Manual,2
GMC,Sierra 1500 SLE,2002,132940,7900,Pickup,Brown,Gray,8 Cyl,Automatic,4
Honda,Odyssey EX,2007,103477,11999,Minivan,Silver,Gray,6 Cyl,Automatic,4
Mercury,Mountaineer,2008,51140,14386,SUV,Green,Black,6 Cyl,Automatic,4
Toyota,Corolla S,2010,42599,11670,Sedan,White,Tan,4 Cyl,Automatic,4
Nissan,Altima S,2010,36037,14695,Sedan,White,White,4 Cyl,Automatic,4
Chevrolet,C-K 3500,1996,86537,11000,Pickup,Silver,Blue,8 Cyl,Automatic,4
Honda,CR-V LX,2011,27107,16995,SUV,Brown,Black,4 Cyl,Automatic,4
Honda,Odyssey EX,2011,39812,22993,Minivan,Silver,Gray,6 Cyl,Automatic,4
Honda,Accord EXL,2012,21813,21900,Sedan,Silver,Black,6 Cyl,Automatic,4
BMW,X5 35d,2011,34915,33489,SUV,Gray,Black,6 Cyl,Automatic,4
Chrysler,Sebring Touring,2010,51782,11994,Sedan,Black,Gray,4 Cyl,Automatic,4
Chevrolet,Malibu LT,2014,19904,18997,Sedan,Blue,Gray,4 Cyl,Automatic,4
Toyota,Corolla S,2010,42599,11670,Sedan,White,Tan,4 Cyl,Automatic,4
Buick,Enclave,2012,36955,25997,SUV,White,Brown,6 Cyl,Automatic,4
Chevrolet,C-K 3500,1996,86537,11000,Pickup,Silver,Blue,8 Cyl,Automatic,4
Lexus,RX 350,2011,41661,32695,SUV,Black,Tan,6 Cyl,Automatic,4
Lexus,ES 350,2010,39354,22495,Sedan,Gray,Gray,6 Cyl,Automatic,4
BMW,3 Series 328xi,2007,95307,11977,Sedan,Black,Black,6 Cyl,Automatic,4
Ford,Econoline E-350,2010,44498,17995,Van,Gray,Gray,8 Cyl,Automatic,3
Chrysler,Sebring Touring,2008,100479,9000,Convertible,Blue,Gray,6 Cyl,Automatic,2
Dodge,Grand Caravan Mainstreet,2011,58416,15990,Minivan,Black,Black,6 Cyl,Automatic,4
Mercury,Montego Luxury,2005,53520,8775,Sedan,Silver,Gray,6 Cyl,Automatic,4
Toyota,Venza,2011,66167,23500,Wagon,Blue,Gray,6 Cyl,Automatic,4
Mercedes-Benz,E 350,2013,10236,49900,Sedan,Silver,Gray,6 Cyl,Automatic,4
Audi,A5,2010,45060,28869,Coupe,Blue,Brown,6 Cyl,Automatic,2
BMW,3 Series 328i,2011,51836,19962,Sedan,Blue,Black,6 Cyl,Manual,4
Toyota,Highlander,2013,19328,26777,SUV,Black,Gray,6 Cyl,Automatic,4
Chevrolet,Cruze LT,2012,13183,16959,Sedan,Black,Black,4 Cyl,Automatic,4
Honda,Accord,2012,23901,19884,Sedan,Gray,Black,4 Cyl,Automatic,4
Honda,Civic LX,2011,41239,11800,Coupe,Blue,Gray,4 Cyl,Automatic,2
Volvo,XC60,2011,35089,24997,SUV,White,Tan,6 Cyl,Automatic,4
Ford,Focus SEL,2012,37916,15990,Sedan,Silver,Black,4 Cyl,Automatic,4
Honda,Accord EX,2005,123968,9950,Sedan,Black,White,6 Cyl,Automatic,4
Chevrolet,Suburban 1500 LT,2011,38315,35971,SUV,Black,Black,8 Cyl,Automatic,4
Toyota,Tacoma,2012,31256,30250,Pickup,Silver,Gray,6 Cyl,Automatic,4
Acura,RDX,2009,48902,20488,SUV,Silver,Black,4 Cyl,Automatic,4
Nissan,Altima S,2013,30530,14990,Sedan,Black,Gray,4 Cyl,Automatic,4
Ford,Mustang,2013,36461,19998,Convertible,Silver,Black,6 Cyl,Automatic,2
Jeep,Wrangler Unlimited,2010,23906,25995,SUV,Red,Gray,6 Cyl,Automatic,4
Acura,TL Technology,2012,23957,26998,Sedan,Silver,Black,6 Cyl,Automatic,4
Dodge,Dart SXT,2013,5285,24065,Sedan,Silver,Black,4 Cyl,Automatic,4
Ford,Fusion SE,2013,21691,17590,Sedan,Red,Tan,4 Cyl,Automatic,4
Ford,F-150 XLT,2012,25572,33550,Pickup,Green,Gray,8 Cyl,Automatic,4
Ford,Focus SE,2014,5831,18994,Hatchback,Gray,Black,4 Cyl,Automatic,4
Ford,Mustang,2014,12834,20995,Coupe,Silver,Black,6 Cyl,Automatic,2
Lexus,RX 350,2010,51518,26495,SUV,Silver,Black,6 Cyl,Automatic,4
Audi,A6,2011,46720,30495,Sedan,Blue,Black,6 Cyl,Automatic,4
Infiniti,FX 35,2011,27634,32883,SUV,Black,Gray,6 Cyl,Automatic,4
Porsche,911 Carrera,1999,72260,22395,Coupe,Silver,Black,6 Cyl,Automatic,2
Infiniti,G 37,2013,21137,30900,Sedan,Gray,Gray,6 Cyl,Automatic,4
Infiniti,FX 35,2011,34391,32995,SUV,Gray,Gray,6 Cyl,Automatic,4
Lexus,RX 350,2013,25274,39699,SUV,Gray,Gray,6 Cyl,Automatic,4
Infiniti,G 37,2010,19560,34900,Convertible,Gray,Gray,6 Cyl,Automatic,2
Honda,Accord LX,2013,5587,19899,Sedan,Silver,Black,4 Cyl,Automatic,4
Lincoln,MKZ,2013,7471,34995,Sedan,Black,Black,6 Cyl,Automatic,4
Jaguar,XJ XJL,2012,38001,48988,Sedan,Silver,Black,8 Cyl,Automatic,4
Ford,Fusion SEL,2012,18122,19981,Sedan,White,Black,6 Cyl,Automatic,4
Honda,Ridgeline RTL,2011,78001,24915,Pickup,Gray,Gray,6 Cyl,Automatic,4
Infiniti,G 37,2011,41131,23883,Sedan,Black,Gray,6 Cyl,Automatic,4
GMC,Yukon XL 1500,2009,63381,29999,SUV,Black,Black,8 Cyl,Automatic,4
BMW,7 Series 750Li,2011,46415,42998,Sedan,Black,Gray,8 Cyl,Automatic,4
Mercedes-Benz,E 350,2006,85243,12477,Sedan,Black,Black,6 Cyl,Automatic,4
Honda,Civic LX,2011,36803,14171,Sedan,Blue,Gray,4 Cyl,Automatic,4
Ford,Explorer Eddie Bauer,2010,45875,21885,SUV,Bronze,Tan,6 Cyl,Automatic,4
Dodge,Dart SXT,2013,6270,17995,Sedan,Blue,Black,4 Cyl,Automatic,4
Chevrolet,Cruze LT,2012,16778,16986,Sedan,Brown,Black,4 Cyl,Manual,4
Chevrolet,Cruze LT,2014,9458,17000,Sedan,White,Tan,4 Cyl,Automatic,4
Mercedes-Benz,SL 550,2007,55987,27999,Convertible,Silver,Gray,8 Cyl,Automatic,2
Honda,Accord EXL,2009,45898,15977,Sedan,Black,Black,6 Cyl,Automatic,4
Mercedes-Benz,S 550,2012,28507,63180,Sedan,Silver,Gray,8 Cyl,Automatic,4
Nissan,Pathfinder S,2014,3124,26999,SUV,Black,Gray,6 Cyl,Automatic,4
Ford,F-450 XL,2003,79606,7498,Chassis,White,Gray,8 Cyl,Automatic,2
Chevrolet,Cobalt LS,2005,55762,6995,Coupe,Silver,Black,4 Cyl,Automatic,2
Nissan,Sentra S,2013,292,15995,Sedan,Red,Gray,4 Cyl,Automatic,4
Mercedes-Benz,GL 450,2012,26000,53599,SUV,Black,Black,8 Cyl,Automatic,4
Acura,RDX Technology,2011,18430,28000,SUV,Black,Black,4 Cyl,Automatic,4
Dodge,Grand Caravan SE,2014,10,21390,Minivan,Black,Black,6 Cyl,Automatic,4
Ford,Escape XLT,2012,13611,22998,SUV,Black,Black,6 Cyl,Automatic,4
Toyota,Yaris LE,2013,26255,15000,Hatchback,Silver,Gray,4 Cyl,Automatic,4
Mercedes-Benz,ML 350,2006,90774,17962,SUV,Silver,Black,6 Cyl,Automatic,4
Infiniti,FX 35,2011,37294,27885,SUV,Black,Black,6 Cyl,Automatic,4
Subaru,Forester 2.5X,2011,33043,21000,SUV,Silver,Gray,4 Cyl,Automatic,4
Toyota,Yaris LE,2013,23538,15000,Hatchback,White,Gray,4 Cyl,Automatic,4
Porsche,911 Carrera,2002,69516,26995,Convertible,Silver,Blue,6 Cyl,Manual,2
Mercedes-Benz,C 300,2014,3004,43975,Sedan,White,Black,6 Cyl,Automatic,4
Hyundai,Equus Ultimate,2011,44134,32888,Sedan,Gray,Brown,8 Cyl,Automatic,4
Buick,Verano,2013,25241,16725,Sedan,Black,Brown,4 Cyl,Automatic,4
Nissan,Pathfinder S,2013,6007,25494,SUV,Blue,Gray,6 Cyl,Automatic,4
Nissan,Murano S,2012,19330,20989,SUV,Bronze,Tan,6 Cyl,Automatic,4
Chevrolet,Equinox LT,2006,79974,7500,SUV,White,Gray,6 Cyl,Automatic,4
Honda,Civic LX,2012,38772,14495,Sedan,Red,Tan,4 Cyl,Automatic,4
Honda,Accord EX,2011,19969,17700,Sedan,Silver,Gray,4 Cyl,Automatic,4
Audi,Q7,2013,8400,49337,SUV,Black,Black,6 Cyl,Automatic,4
Nissan,Murano,2012,32180,22977,SUV,Silver,Black,6 Cyl,Automatic,4
Mazda,Mazda3 s Grand Touring,2006,50514,10000,Sedan,Blue,Black,4 Cyl,Automatic,4
Volkswagen,Eos Turbo,2008,123984,9900,Convertible,Black,Black,4 Cyl,Automatic,2
Mercedes-Benz,GL 450,2012,44670,37895,SUV,Gray,Brown,8 Cyl,Automatic,4
BMW,X6 M,2011,10624,63988,SUV,Black,Yellow,8 Cyl,Automatic,4
Hyundai,Genesis,2011,41556,21998,Sedan,Black,Brown,8 Cyl,Automatic,4
Dodge,Challenger SXT,2013,27587,22992,Coupe,Gray,Gray,6 Cyl,Automatic,2
Mazda,Mazda6 s,2004,109124,6900,Sedan,Blue,Black,6 Cyl,Automatic,4
Nissan,Rogue,2012,32189,17900,SUV,Blue,Black,4 Cyl,Automatic,4
Honda,Accord EXL,2010,26018,18491,Sedan,Black,Black,4 Cyl,Automatic,4
Dodge,Charger R/T,2010,31775,20998,Sedan,Red,Gray,8 Cyl,Automatic,4
Lexus,RX 350,2010,57765,27800,SUV,White,Gray,6 Cyl,Automatic,4
Ford,Econoline E-150,2006,127670,6500,Van,Blue,Tan,8 Cyl,Automatic,3
Audi,A4 2.0T,2010,33555,26721,Sedan,Blue,Gray,4 Cyl,Automatic,4
Ford,Focus SE,2013,36726,16886,Sedan,Silver,Black,4 Cyl,Automatic,4
Mercedes-Benz,C 300,2011,31416,28294,Sedan,White,Tan,6 Cyl,Automatic,4
Mazda,CX-9 Sport,2011,40679,22500,SUV,Black,Black,6 Cyl,Automatic,4
Toyota,4Runner SR5,2010,28853,28500,SUV,Silver,Gray,6 Cyl,Automatic,4
Ford,Freestar SE,2006,136124,5195,Minivan,Gold,Gray,6 Cyl,Automatic,4
Honda,Accord EXL,2011,34035,17600,Sedan,White,Tan,4 Cyl,Automatic,4
Mercedes-Benz,S 550,2012,25640,63002,Sedan,Black,Black,8 Cyl,Automatic,4
Lexus,RX 450h,2012,17963,39995,SUV,Gray,Black,Hybrid,Automatic,4
Acura,MDX Technology,2013,19776,39987,SUV,Blue,Gray,6 Cyl,Automatic,4
Acura,TSX,2011,26262,22487,Sedan,Black,Gray,4 Cyl,Automatic,4
Subaru,Tribeca Limited Edition,2007,108033,11995,SUV,Silver,Gray,6 Cyl,Automatic,4
Volkswagen,Passat SE,2014,104,26665,Sedan,Red,Tan,4 Cyl,Automatic,4
Honda,Pilot EXL,2013,14509,31987,SUV,Brown,Black,6 Cyl,Automatic,4
Mercedes-Benz,ML 350,2014,6872,55991,SUV,Gray,Black,6 Cyl,Automatic,4
Jeep,Liberty Sport,2011,18988,18995,SUV,Gray,Gray,6 Cyl,Automatic,4
BMW,X5 3.0si,2008,67987,23990,SUV,Black,Brown,6 Cyl,Automatic,4
Acura,MDX Technology,2011,25631,34333,SUV,Gray,Brown,6 Cyl,Automatic,4
Honda,CR-V EXL,2008,65263,16990,SUV,Blue,Gray,4 Cyl,Automatic,4
Ford,Mustang,2014,14535,22998,Coupe,Black,Black,6 Cyl,Automatic,2
BMW,X5 35i,2012,27356,42495,SUV,Black,Black,6 Cyl,Automatic,4
Hummer,H3,2008,59412,17987,SUV,Gray,Brown,5 Cyl,Automatic,4
Mercedes-Benz,C 300,2010,31799,20999,Sedan,Silver,Black,6 Cyl,Automatic,4
Volvo,S60,2012,17802,22395,Sedan,Red,Tan,5 Cyl,Automatic,4
